MONTH,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
M1,2,T35,134.0,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,MILK BIKIS,MILK BIKIS MILK CREAM
M1,2,T35,134.0,1.0,29.0,29.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,2,T35,134.0,2.0,19.0,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,2,T36,294.5,2.0,140.0,70.0,MOSQUITO REPELLANTS CTG (8/93),LIQUID VAPORISER,LIQUID VAPORISER,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ACTIV+
M1,2,T36,294.5,1.0,9.5,9.5,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,2,T36,294.5,1.0,28.0,28.0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE STN STEEL SCRB
M1,2,T36,294.5,1.0,35.0,35.0,CLEANERS - TOILET,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC POWER,HARPIC POWER PLUS
M1,2,T36,294.5,1.0,82.0,82.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,RECKITT BENCKISER,HARPIC,HARPIC
M1,2,T37,239.0,1.0,38.0,38.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,2,T37,239.0,2.0,10.0,5.0,SALTY SNACKS (2/97),DAL,DAL,BALAJI WAFERS P L,BALAJI,BALAJI MOONG DAL
M1,2,T37,239.0,2.0,23.0,11.5,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
M1,2,T37,239.0,1.0,168.0,168.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE CREAM BEAUTY BATHING BAR
M1,2,T38,141.0,4.0,38.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,2,T38,141.0,1.0,103.0,103.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,2,T41,160.0,1.0,160.0,160.0,HAIR OILS PKTP(8/02),RIGID,HAIR FALL,EMAMI,KESH KING,KESH KING
M1,2,T42,181.5,1.0,62.0,62.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 LIME AND ALOE VERA
M1,2,T42,181.5,1.0,9.5,9.5,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,2,T42,181.5,1.0,9.5,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,2,T42,181.5,6.0,28.5,4.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,2,T42,181.5,1.0,72.0,72.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN REFRESH
M1,2,T44,95.0,3.0,57.0,19.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,2,T44,95.0,2.0,38.0,19.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,2,T46,475.0,1.0,28.0,28.0,SCOURING PADS/SCRUBS,STEEL SCRUB,STEEL SCRUB,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE STN STEEL SCRB
M1,2,T46,475.0,2.0,20.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,2,T46,475.0,2.0,19.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,2,T46,475.0,1.0,10.0,10.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,2,T46,475.0,2.0,19.0,9.5,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,2,T46,475.0,1.0,135.0,135.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
M1,2,T46,475.0,1.0,124.0,124.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,2,T46,475.0,1.0,120.0,120.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
M1,2,T47,88.0,1.0,88.0,88.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
M1,2,T48,240.0,2.0,38.0,19.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,2,T48,240.0,6.0,57.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,2,T48,240.0,4.0,20.0,5.0,SHAMPOO - BY SEGMENTS,SACHETS,SACHETS,HINDUSTAN UNILEVER LIMITED,INDULEKHA,INDULEKHA
M1,2,T48,240.0,1.0,125.0,125.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HINDUSTAN UNILEVER LIMITED,RED LABEL,BROOKE BOND RED LABEL NAT CARE
M1,3,T49,67.5,1.0,9.5,9.5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,3,T49,67.5,1.0,9.5,9.5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,3,T49,67.5,1.0,9.5,9.5,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
M1,3,T49,67.5,1.0,39.0,39.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,3,T50,128.0,4.0,38.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,3,T50,128.0,1.0,90.0,90.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2IN1 CVTY PRTCTN
M1,3,T51,180.0,12.0,114.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,3,T51,180.0,1.0,66.0,66.0,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,BOTTLES / TUBES,PROCTER & GAMBLE,HEAD & SHOULDERS,HEAD & SHOULDERS NEW
M1,3,T52,140.0,1.0,73.0,73.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,3,T52,140.0,1.0,67.0,67.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,3,T53,132.0,3.0,36.0,12.0,BATTERIES,NON-ALKALINE,AA-SIZE,INDO NATIONAL,NIPPO,NIPPO SUPER
M1,3,T53,132.0,1.0,38.0,38.0,BATTERIES,NON-ALKALINE,D-SIZE,EVEREADY INDS,EVEREADY,EVEREADY 1050
M1,3,T53,132.0,2.0,58.0,29.0,TOOTH BRUSH   (7/93),MANUAL,MANUAL,COLGATE-PALMOLIVE,CIBACA,CIBACA SUPREME FULL HEAD
M1,3,T54,60.0,12.0,60.0,5.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,3,T55,40.0,4.0,40.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,3,T56,551.5,15.0,142.5,9.5,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,3,T56,551.5,1.0,90.0,90.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL LIME
M1,3,T56,551.5,1.0,62.0,62.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 LIME AND ALOE VERA
M1,3,T56,551.5,1.0,80.0,80.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,CLOSE-UP,CLOSE-UP NEW
M1,3,T56,551.5,1.0,53.0,53.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE VISIBLE WHITE,COLGATE VISIBLE WHITE
M1,3,T56,551.5,1.0,124.0,124.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,3,T57,167.5,1.0,9.5,9.5,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
M1,3,T57,167.5,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,3,T57,167.5,1.0,128.0,128.0,TOILET SOAPS (04/00),POPULAR,POPULAR,HINDUSTAN UNILEVER LIMITED,LIRIL,LIRIL
M1,3,T58,150.0,1.0,103.0,103.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,3,T58,150.0,1.0,47.0,47.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE DENTALCREAM,COLGATE DENTALCREAM
M1,3,T59,282.0,1.0,45.0,45.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE JASMINE ROSE
M1,3,T59,282.0,1.0,50.0,50.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,3,T59,282.0,1.0,106.0,106.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GIRNAR FOOD & BEVER,GIRNAR,ROYAL CUP
M1,3,T59,282.0,4.0,38.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,3,T59,282.0,1.0,43.0,43.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,JOHNSON & JOHNSON,JOHNSON'S BABY,BABY SOAP
M1,3,T60,95.0,1.0,95.0,95.0,PRICKLY HEAT POWDER,PRICKLY HEAT POWDER,PRICKLY HEAT POWDER,HEINZ,NYCIL CG+CH+DF+LAV,NYCIL COOL HERBAL
M1,3,T61,60.0,6.0,60.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
M1,3,T62,487.16,5.0,130.0,26.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,SURF EXCEL,SURF EXCEL
M1,3,T62,487.16,1.0,73.0,73.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,3,T62,487.16,1.0,50.0,50.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,3,T62,487.16,1.0,38.0,38.0,TOOTH POWDERS,WHITE POWDERS,WHITE POWDERS,COLGATE-PALMOLIVE,COLGATE,COLGATE
M1,3,T62,487.16,12.0,56.16,4.68,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST SPECIAL CREAM,SUNFEAST SPCL CREAM PINEAPPLE
M1,3,T62,487.16,1.0,5.0,5.0,SALTY SNACKS (2/97),DAL,DAL,BALAJI WAFERS P L,BALAJI,BALAJI MOONG DAL
M1,3,T62,487.16,1.0,135.0,135.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
M1,4,T63,195.0,1.0,100.0,100.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M1,4,T63,195.0,1.0,95.0,95.0,CLEANERS - UTENSIL,TRADITIONAL,LIQUIDS,HINDUSTAN UNILEVER LIMITED,VIM,VIM DOUBLE POWER GEL
M1,4,T64,168.5,1.0,9.5,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,4,T64,168.5,3.0,159.0,53.0,ALL AIR FRESHNERS(01/03),GEL,GEL,GODREJ CONSUMER PRODS,GODREJ,AER POCKET
M1,4,T65,273.0,4.0,72.0,18.0,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),GODREJ CONSUMER PRODS,GODREJ EXPERT POWDERS,GODREJ EXPERT PWD NATURAL BLCK
M1,4,T65,273.0,2.0,106.0,53.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,GODREJ CONSUMER PRODS,CINTHOL,CINTHOL LIME FRESH
M1,4,T65,273.0,1.0,95.0,95.0,PRICKLY HEAT POWDER,PRICKLY HEAT POWDER,PRICKLY HEAT POWDER,HEINZ,NYCIL CG+CH+DF+LAV,NYCIL COOL HERBAL
M1,4,T66,18.75,1.0,4.75,4.75,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,4,T66,18.75,1.0,14.0,14.0,SCOURING PADS/SCRUBS,SCOURING PADS,SCOURING PADS,3M INDIA LTD,SCOTCH BRITE,3M SCOTCH BRITE GENERAL PURPOS
M1,4,T67,270.0,1.0,175.0,175.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL QUICK WASH
M1,4,T67,270.0,6.0,57.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,4,T67,270.0,1.0,38.0,38.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,4,T68,47.0,1.0,47.0,47.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,HINDUSTAN UNILEVER LIMITED,PEPSODENT,PEPSODENT 2IN1 CVTY PRTCTN
M1,4,T69,67.0,1.0,67.0,67.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,4,T70,314.0,20.0,190.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,4,T70,314.0,1.0,10.0,10.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,4,T70,314.0,3.0,114.0,38.0,SANITARY NAPKINS,SANITARY NAPKINS,SANITARY NAPKINS,PROCTER & GAMBLE,WHISPER CHOICE,WHISPER CHOICE ULTRA
M1,4,T71,333.0,1.0,29.0,29.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,4,T71,333.0,2.0,54.0,27.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,4,T71,333.0,2.0,58.0,29.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
M1,4,T71,333.0,1.0,17.0,17.0,HAIR DYES     (1/76),HAIR DYES     (1/76),HAIR DYES     (1/76),CAVINKARE,INDICA,INDICA HERBAL HAIR COLOUR
M1,4,T71,333.0,1.0,175.0,175.0,HAIR OILS PKTP(8/02),RIGID,COOLING OIL,EMAMI,NAVRATNA,NAVRATNA
M1,4,T72,266.0,1.0,40.0,40.0,CLEANERS - UTENSIL,SPECIALIZED,POWDERS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
M1,4,T72,266.0,1.0,47.0,47.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE ACTIVE SALT,COLGATE ACTIVE SALT EXCL HW
M1,4,T72,266.0,1.0,10.0,10.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,4,T72,266.0,10.0,95.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,4,T72,266.0,2.0,74.0,37.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,4,T73,29.0,1.0,29.0,29.0,CLEANERS - UTENSIL,TRADITIONAL,BARS,HINDUSTAN UNILEVER LIMITED,VIM,VIM
M1,4,T74,110.0,1.0,110.0,110.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,4,T75,380.0,2.0,38.0,19.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,4,T75,380.0,1.0,19.0,19.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,4,T75,380.0,1.0,106.0,106.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,4,T75,380.0,1.0,90.0,90.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
M1,4,T75,380.0,1.0,70.0,70.0,MOSQUITO REPELLANTS CTG (8/93),LIQUID VAPORISER,LIQUID VAPORISER,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ACTIV+
M1,4,T75,380.0,6.0,57.0,9.5,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL GREEN
M1,4,T76,143.0,2.0,78.0,39.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,4,T76,143.0,1.0,38.0,38.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,4,T76,143.0,1.0,27.0,27.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,4,T77,435.25,7.0,19.25,2.75,SHAMPOO - BY SEGMENTS,SACHETS,SACHETS,HINDUSTAN UNILEVER LIMITED,DOVE,DOVE DANDRUFF CARE
M1,4,T77,435.25,1.0,37.0,37.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,RIN,RIN
M1,4,T77,435.25,1.0,27.0,27.0,BEVERAGES,BROWN POWDERS,BROWN POWDERS,MONDELEZ INTERNATIONAL,BOURNVITA,BOURNVITA
M1,4,T77,435.25,1.0,106.0,106.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
M1,4,T77,435.25,1.0,120.0,120.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
M1,4,T77,435.25,2.0,126.0,63.0,SOAP CAKES/BARS,SOAP CAKES/BARS,SOAP CAKES/BARS,DHANTHAK SOAP PVT LTD,B B,B B
M1,4,T78,70.0,14.0,70.0,5.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
M1,4,T79,90.0,1.0,90.0,90.0,CLEANERS - UTENSIL,SPECIALIZED,LIQUIDS,PITAMBARI PRODS,PITAMBARI,PITAMBARI
M1,4,T80,341.0,1.0,95.0,95.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
M1,4,T80,341.0,6.0,57.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
M1,4,T80,341.0,1.0,38.0,38.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,PATANJALI AYURVED LTD,PATANJALI,DANT KANTI
M1,4,T80,341.0,1.0,45.0,45.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,TIDE,TIDE JASMINE ROSE
M1,4,T80,341.0,1.0,106.0,106.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,HASMUKHRAI & CO,SOCIETY,SOCIETY LEAF
M1,4,T81,460.0,12.0,114.0,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,4,T81,460.0,1.0,194.0,194.0,HAIR OILS PKTP(8/02),RIGID,AMLA,DABUR,DABUR AMLA,DABUR AMLA
M1,4,T81,460.0,1.0,76.0,76.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,PONDS DREAMFLOWER
M1,4,T81,460.0,4.0,76.0,19.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,DABUR,DABUR RED
M1,4,T82,232.0,1.0,175.0,175.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL QUICK WASH
M1,4,T82,232.0,6.0,57.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,4,T84,125.0,1.0,125.0,125.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
M1,4,T85,142.0,1.0,38.0,38.0,COCONUT OIL PKTYP (08/02),BRANDED,RIGID,MARICO INDS,PARACHUTE,PARACHUTE
M1,4,T85,142.0,4.0,38.0,9.5,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,WHEEL,WHEEL ACTIVE
M1,4,T85,142.0,1.0,66.0,66.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 SAFFRON
M1,4,T87,130.0,1.0,19.0,19.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,DABUR,MESWAK,MESWAK
M1,4,T87,130.0,1.0,24.0,24.0,TOOTH BRUSH   (7/93),MANUAL,MANUAL,COLGATE-PALMOLIVE,COLGATE ZIG-ZAG,COLGATE ZIG ZAG
M1,4,T87,130.0,1.0,29.0,29.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
M1,4,T87,130.0,2.0,58.0,29.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
M1,4,T88,27.0,1.0,27.0,27.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
M1,4,T89,232.0,1.0,62.0,62.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 LIME AND ALOE VERA
M1,4,T89,232.0,1.0,100.0,100.0,LIQUID TOILET SOAPS  (8/93),HAND WASH,HAND WASH,WIPRO CONS PRODS,SANTOOR,SANTOOR CLASSIC
M1,4,T89,232.0,1.0,70.0,70.0,MOSQUITO REPELLANTS CTG (8/93),LIQUID VAPORISER,LIQUID VAPORISER,GODREJ CONSUMER PRODS,GOOD KNIGHT,GOOD KNIGHT ACTIV+
M1,4,T90,878.0,2.0,19.0,9.5,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
M1,4,T90,878.0,2.0,19.0,9.5,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
M1,4,T90,878.0,2.0,19.0,9.5,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
